

Sun Jul 27 18:53:28 2014    prof.txt

         175065414 function calls (174943030 primitive calls) in 456.653 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/textwrap.py:356(fill)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:344(get_markevery)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/subprocess.py:387(<module>)
        1    0.002    0.002    0.003    0.003 /usr/lib/python2.7/dist-packages/numpy/lib/function_base.py:1(<module>)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/dist-packages/scipy/optimize/_minimize.py:8(<module>)
      246    0.001    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:338(set_fill)
      834    0.002    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:255(set_label2)
       47    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/__init__.py:91(process_projection_requirements)
     3184    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:783(get_file)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:152(get_joinstyle)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:196(get_snap_threshold)
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/umfpack/umfpack.py:6(<module>)
      188    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:678(get_transform)
        2    0.003    0.002    0.003    0.002 {numpy.fft.fftpack_lite.rffti}
        1    0.001    0.001    0.003    0.003 /usr/lib/pymodules/python2.7/matplotlib/afm.py:35(<module>)
      191    0.001    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:185(get_patch_transform)
        1    0.003    0.003    0.003    0.003 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:30(<module>)
        1    0.002    0.002    0.003    0.003 /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/__init__.py:119(<module>)
       49    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:748(get_position)
        1    0.002    0.002    0.003    0.003 /usr/lib/python2.7/dist-packages/numpy/random/__init__.py:88(<module>)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:184(get_path)
      940    0.002    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1402(set_minor_formatter)
     1123    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:41(get_rotation)
     3017    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:219(is_transform_set)
      376    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1587(_get_is_separable)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/unittest/result.py:1(<module>)
        2    0.003    0.001    0.003    0.001 {numpy.linalg.lapack_lite.dgelsd}
      140    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/cm.py:57(_generate_cmap)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:155(get_capstyle)
      188    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:76(get_transform)
     3300    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:140(is_filled)
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/dist-packages/numpy/ctypeslib.py:51(<module>)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/dist-packages/scipy/interpolate/interpolate.py:2(<module>)
     1156    0.002    0.000    0.003    0.000 /usr/lib/python2.7/sre_parse.py:127(__len__)
     2958    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:553(get_clip_path)
     3339    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:541(get_animated)
       12    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:58(_update_prop)
      256    0.002    0.000    0.003    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:109(_cnfmerge)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:21(<module>)
       12    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:64(_default_update_prop)
      612    0.002    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:223(_update_this)
        1    0.000    0.000    0.003    0.003 /usr/lib/pymodules/python2.7/matplotlib/tri/__init__.py:3(<module>)
      282    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.002    0.002    0.003    0.003 /usr/lib/python2.7/socket.py:45(<module>)
        6    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:370(to_rgba_array)
        9    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:607(__init__)
        1    0.001    0.001    0.003    0.003 /usr/lib/pymodules/python2.7/matplotlib/pyplot.py:1618(get_plot_commands)
        8    0.000    0.000    0.003    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2169(__init__)
     2313    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:856(set_dashes)
        2    0.000    0.000    0.003    0.001 /usr/lib/pymodules/python2.7/matplotlib/collections.py:75(__init__)
       47    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:101(add)
      350    0.002    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/numpy/core/_methods.py:32(_count_reduce_items)
     2101    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
       42    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:704(copy)
      391    0.002    0.000    0.002    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       72    0.000    0.000    0.002    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3268(__del__)
      393    0.002    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/function_base.py:1819(__init__)
       49    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1925(_update_offset_text_position)
       71    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1747(clear)
       98    0.000    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:1802(ptp)
       63    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:919(update)
      476    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2563(get_xscale)
       47    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:717(_make_key)
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/ctypes/__init__.py:4(<module>)
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/integrate/_ode.py:39(<module>)
        4    0.000    0.000    0.002    0.001 /usr/lib/python2.7/warnings.py:45(filterwarnings)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/tri/triangulation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:748(rc_params)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/_mathtext_data.py:3(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/distutils/version.py:27(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/signal/windows.py:1(<module>)
       43    0.002    0.000    0.002    0.000 {dir}
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/textwrap.py:115(__init__)
        6    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3064(__init__)
        2    0.000    0.000    0.002    0.001 /usr/lib/pymodules/python2.7/matplotlib/collections.py:532(set_edgecolor)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/fftpack/__init__.py:82(<module>)
       47    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:539(notify_axes_change)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/tempfile.py:18(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/axes.py:344(Axes)
       98    0.002    0.000    0.002    0.000 {method 'ptp' of 'numpy.ndarray' objects}
      852    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:139(append)
       18    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:189(get_offset)
     12/6    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2685(leaveWhitespace)
      475    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:142(__call__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/umfpack/_umfpack.py:9(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/unittest/util.py:1(<module>)
      642    0.001    0.000    0.002    0.000 /usr/lib/python2.7/string.py:158(convert)
        6    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend.py:431(_findoffset_loc)
       10    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:723(from_list)
        6    0.000    0.000    0.002    0.000 <string>:1(non_reentrant)
       98    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:443(get_offset)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/pickle.py:25(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/umfpack/_umfpack.py:11(swig_import_helper)
       73    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/docstring.py:117(<lambda>)
     1971    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:370(_get_dpi)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/dateutil/parser.py:7(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/lib/decorator.py:33(<module>)
        7    0.000    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/nonlin.py:1464(_nonlin_wrapper)
       88    0.001    0.000    0.002    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:382(destroy)
     1700    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:924(set_x)
      147    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:2032(get_view_interval)
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/linalg/lapack.py:201(<module>)
       12    0.000    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/decorator.py:138(make)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/__init__.py:65(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/unittest/case.py:1(<module>)
      8/4    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2120(frozen)
        2    0.000    0.000    0.002    0.001 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:1437(array_str)
        2    0.000    0.000    0.002    0.001 /usr/lib/python2.7/dist-packages/numpy/core/arrayprint.py:335(array2string)
        8    0.001    0.000    0.002    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1798(readprofile)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/special/basic.py:5(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/texmanager.py:34(<module>)
      147    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1753(get_view_interval)
      112    0.001    0.000    0.002    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1129(nametowidget)
        2    0.000    0.000    0.002    0.001 /usr/lib/python2.7/dist-packages/numpy/core/arrayprint.py:225(_array2string)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/table.py:21(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/legend.py:13(<module>)
     1737    0.002    0.000    0.002    0.000 {method 'strip' of 'unicode' objects}
      940    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:373(set_useOffset)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/texmanager.py:76(TexManager)
        2    0.000    0.000    0.002    0.001 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:518(inverse_transformed)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:763(rc_params_from_file)
       47    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2414(__init__)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:1(<module>)
       91    0.001    0.000    0.002    0.000 /usr/lib/python2.7/copy.py:123(_copy_inst)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/__init__.py:8(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:19(<module>)
      240    0.002    0.000    0.002    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
      238    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_compile.py:355(_simple)
      979    0.002    0.000    0.002    0.000 {method 'replace' of 'unicode' objects}
     1652    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:933(set_y)
      564    0.002    0.000    0.002    0.000 {method 'get_width_height' of 'FT2Font' objects}
       49    0.000    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyplot.py:2239(<lambda>)
       40    0.000    0.000    0.002    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:107(get_object_signature)
     10/6    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2311(leaveWhitespace)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/distutils/version.py:63(StrictVersion)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/lib/function_base.py:1072(angle)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/scipy/spatial/_plotutils.py:1(<module>)
       98    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:506(_set_orderOfMagnitude)
     1135    0.001    0.000    0.001    0.000 {range}
       57    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:50(_get_packed_offsets)
        1    0.000    0.000    0.001    0.001 /usr/lib/pymodules/python2.7/matplotlib/projections/__init__.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/decorator.py:69(__init__)
       47    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:729(fixlist)
      117    0.000    0.000    0.001    0.000 /usr/lib/python2.7/re.py:134(match)
     1123    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:423(get_path_effects)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/lib/npyio.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/oldnumeric/__init__.py:2(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/core/arrayprint.py:4(<module>)
        1    0.000    0.000    0.001    0.001 {_warnings.warn}
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/warnings.py:24(_show_warning)
      530    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:129(current_key_axes)
        8    0.000    0.000    0.001    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:336(exec_)
      4/2    0.000    0.000    0.001    0.001 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2206(inverted)
        6    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend.py:870(_get_anchored_bbox)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/dist-packages/numpy/core/numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/warnings.py:36(formatwarning)
     1287    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      269    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
